"id","X","Y"
1,-0.792632260733968,2.48337167548292
2,-0.325520127380245,1.15734166366178
3,2.20434643765339,-1.88190781923188
4,0.0997139234137462,2.05163345577883
5,0.182840468513111,-0.374847474354923
6,2.42546816480157,-3.44608378045243
7,0.651833949627481,-0.699615722011461
8,-1.78906675521301,3.00738243988406
9,-0.971356618502463,3.59283336819307
10,-0.630261202349274,2.68131069543996
11,1.73111307939292,-2.05959542629893
12,0.508853594153891,0.69844535349345
13,0.566776420842047,1.24891232271249
14,0.156528998009877,1.39253950846363
15,-0.786078071294064,2.4557202997146
16,2.52707679284956,-4.28895283762041
17,0.704066898345722,-0.0399365897326246
18,-2.78121665490125,7.37245029638145
19,0.991867028041773,-1.52341440878559
20,-0.668628020982312,2.65294717312224
21,-1.5101307672301,5.48752879462811
22,-0.308263080566879,2.00824606989927
23,-1.45098940585122,3.70355814410806
24,-1.03080786195833,3.28567055549112
25,-0.883939009608169,4.38252656457832
26,-2.3853445556159,6.82073307244593
27,1.18480980070463,0.367056198672348
28,0.216902343347847,1.20529317046608
29,-1.60956869216007,5.12941248081056
30,1.77316206608284,-2.60478104451382
31,0.603111485879393,0.899147697171547
32,-0.417294093117212,1.82825464404518
33,1.26589884987805,-2.45236320445185
34,1.24186828764321,-0.855743609602302
35,1.16189110824089,1.12206900124965
36,0.973884386944403,0.353145565684255
37,0.783357858070739,1.09853767380478
38,-0.0875563807673176,2.03396848462779
39,-0.432696548640789,1.75683591896535
40,-0.538067249721379,2.37389364433247
41,-0.982464031464629,3.19167995611733
42,-0.294039434427014,1.61937908907194
43,-1.78954068216527,5.78324864826026
44,3.06736694237175,-5.83209738710892
45,1.70831624083422,-1.05026634955567
46,-1.58831539038381,5.54078326699351
47,-0.569765198154404,1.44090803724006
48,-0.659950330047969,3.45939265799647
49,1.10303724852916,1.72415215528619
50,-0.117901664486845,1.17858784703208
51,0.358246478091581,1.62841128522491
52,-0.0403712085758825,0.798540571532362
53,-0.0606279821265157,2.73196738245583
54,1.93549591154804,-2.12116710316952
55,-0.319288389909678,3.79049217144252
56,2.14461329572438,-4.24819731998568
57,-2.19026722050574,5.82923655488612
58,0.826768693485118,-0.680462563095834
59,0.175156351402517,0.952422428118666
60,0.305387495197848,0.259646266918299
61,0.536891305331332,-0.407626191197665
62,-0.710392640085261,3.49950765478697
63,-0.471226401068149,1.35487208805937
64,-1.44048312108942,5.86499717373511
65,-1.51574168851425,3.34527679171476
66,0.429254321242581,0.742570508910117
67,0.633864347725977,0.765260591374526
68,0.0749592963053775,1.93681674648187
69,1.30428316121102,-1.41031298628842
70,2.89925756642729,-4.21901313752618
71,-0.694422934585028,3.85011002097973
72,-3.26565794174107,6.57484996640571
73,1.42232906149563,-2.12639783452334
74,-1.00296133688936,3.82632498809533
75,-0.972991116437687,3.00120025453838
76,1.45037694020662,-0.030749886442246
77,-0.402729848769306,2.97871356089345
78,-1.72635554449942,5.0248778414136
79,0.256401839966684,-0.520560997470048
80,-0.196422048457774,1.91894432224179
81,0.00815178987565987,1.16728055205169
82,0.544868768589403,0.307915949300596
83,-0.524192443990468,1.36682566092525
84,0.911286054190499,0.176085935448927
85,-0.311815086045091,1.08467373178315
86,0.46921055312036,0.335356912316871
87,1.55116460813573,-1.22090338682011
88,0.615439566430907,-0.514394921874862
89,-0.460936868664027,3.00486514300812
90,1.62465931457107,-3.06582903079384
91,1.4050266273716,-4.11982793370373
92,0.775550417700481,0.41386715538489
93,0.337617657563461,1.66530451183408
94,-0.887993288631351,2.99014115367132
95,1.9242531463873,-1.84438003818298
